area_fips,own_code,Industry Code,agglvl_code,size_code,year,qtr,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg
48113,5,10,71,0,2022,A,85523,1628748,1.37571E+11,19686990302,405872254,1624,84464,13257267006,10.7,1077606160
48113,5,101,72,0,2022,A,8855,222828,20341235612,2677051084,58420427,1756,91287,1708708351,9.2,132651995
48113,5,102,72,0,2022,A,76668,1405921,1.1723E+11,17009939218,347451827,1604,83383,11548558655,10.9,944954165
48113,5,1021,73,0,2022,A,16936,384671,27546853152,4558738738,84286579,1377,71611,2307565430,9.1,130447625
48113,5,1023,73,0,2022,A,10982,166211,21158223690,2089963000,52199151,2448,127297,1717700954,8.8,26485539
48113,5,1024,73,0,2022,A,20717,402984,40665687411,5684741276,123561459,1941,100912,5358072587,15.2,457507374
48113,5,1025,73,0,2022,A,10644,203432,13775900717,1777994224,30887851,1302,67718,291629618,2.2,38983498
48113,5,54,74,0,2022,A,14622,188520,23644981727,2323351998,52461283,2412,125424,3183923119,15.6,164830337
48113,5,541,75,0,2022,A,14622,188520,23644981727,2323351998,52461283,2412,125424,3183923119,15.6,164830337
48113,5,62,74,0,2022,A,9598,175364,12056267118,1606581509,26786916,1322,68750,241386348,2,26946863
48113,0,10,70,0,2023,A,85485,1837548,1.58654E+11,19446281092,325129563,1660,86340,7932596236,5.3,-288738208
48113,1,10,71,0,2023,A,160,24858,2495384640,-,0,1931,100387,78009323,3.2,-
48113,1,101,72,0,2023,A,1,8,829902,-,0,2037,105945,112039,15.6,-
48113,1,102,72,0,2023,A,159,24850,2494554738,-,0,1930,100385,77897284,3.2,-
48113,1,1021,73,0,2023,A,69,8221,604341883,-,0,1414,73510,-6781151,-1.1,-
48113,1,1023,73,0,2023,A,3,482,87568801,-,0,3494,181709,3092933,3.7,-
48113,1,1024,73,0,2023,A,3,130,17302675,-,0,2568,133525,1800566,11.6,-
48113,1,1025,73,0,2023,A,1,5096,573018522,-,0,2162,112436,51622679,9.9,-
48113,1,54,74,0,2023,A,3,130,17302675,-,0,2568,133525,1800566,11.6,-
48113,1,541,75,0,2023,A,3,130,17302675,-,0,2568,133525,1800566,11.6,-
48113,1,62,74,0,2023,A,1,5096,573018522,-,0,2162,112436,51622679,9.9,-
48113,2,10,71,0,2023,A,45,29145,2872124486,-,0,1895,98546,281931692,10.9,-
48113,2,101,72,0,2023,A,1,0,-,-,0,-,-,-,-,-
48113,2,102,72,0,2023,A,44,0,-,-,0,-,-,-,-,-
48113,2,1025,73,0,2023,A,15,25440,2626891226,-,0,1986,103257,257625310,10.9,-
48113,2,62,74,0,2023,A,2,0,-,-,0,-,-,-,-,-
48113,3,10,71,0,2023,A,317,127297,8741330361,49167698,69655,1321,68669,598570709,7.4,1138700
48113,3,101,72,0,2023,A,25,2778,212451625,1532996,1533,1471,76479,16709816,8.5,82374
48113,3,102,72,0,2023,A,292,124520,8528878736,47634702,68122,1317,68494,581860893,7.3,1056326
48113,3,1021,73,0,2023,A,41,10059,798968724,1846015,1847,1528,79431,67362078,9.2,-9185
48113,3,1023,73,0,2023,A,3,0,-,-,0,-,-,-,-,-
48113,3,1024,73,0,2023,A,22,436,28866815,781240,781,1273,66183,3278756,12.8,54556
48113,3,1025,73,0,2023,A,31,84475,5376531395,12781417,12780,1224,63646,331084565,6.6,-589823
48113,3,54,74,0,2023,A,5,0,-,-,0,-,-,-,-,-
48113,3,541,75,0,2023,A,5,0,-,-,0,-,-,-,-,-
48113,3,62,74,0,2023,A,9,0,-,-,0,-,-,-,-,-
48113,5,10,71,0,2023,A,84963,1656248,1.44545E+11,19397113394,325059908,1678,87273,6974084512,5.1,-289876908
48113,5,101,72,0,2023,A,8890,227607,21242534378,2708658266,50095198,1795,93330,901298766,4.4,31607182
48113,5,102,72,0,2023,A,76073,1428641,1.23303E+11,16688455128,274964710,1660,86308,6072785746,5.2,-321484090
48113,5,1021,73,0,2023,A,16725,383862,28782909432,4334772283,63363246,1442,74982,1236056280,4.5,-223966455
48113,5,1023,73,0,2023,A,10817,166715,21734164004,2049215889,41517349,2507,130367,575940314,2.7,-40747111
48113,5,1024,73,0,2023,A,20684,410778,43352115536,5576056006,97151543,2030,105536,2686428125,6.6,-108685270
48113,5,1025,73,0,2023,A,10778,210098,14620394847,1797752199,25688772,1338,69589,844494130,6.1,19757975
48113,5,54,74,0,2023,A,14623,200566,26044372002,2360218339,42919613,2497,129855,2399390275,10.1,36866341
48113,5,541,75,0,2023,A,14623,200566,26044372002,2360218339,42919613,2497,129855,2399390275,10.1,36866341
48113,5,62,74,0,2023,A,9726,181312,12849711700,1622411435,22424050,1363,70871,793444582,6.6,15829926
48113,0,10,70,0,2024,1,84297,1804647,1808568,1806178,43717590057,13114415857,199024581,-14343,-0.8,-13744
48113,1,10,71,0,2024,1,162,24860,24887,24825,654997146,-,-,33,0.1,37
48113,1,101,72,0,2024,1,1,8,8,8,198907,-,-,1,14.3,1
48113,1,102,72,0,2024,1,161,24852,24879,24817,654798239,-,-,32,0.1,36
48113,1,1021,73,0,2024,1,72,8020,8064,8011,160002606,-,-,-332,-4,-315
48113,1,1023,73,0,2024,1,3,491,497,504,23940898,-,-,11,2.3,20
48113,1,1024,73,0,2024,1,3,124,123,121,3785553,-,-,-,-,-2
48113,1,1025,73,0,2024,1,1,5223,5250,5259,173147282,-,-,231,4.6,221
48113,1,54,74,0,2024,1,3,124,123,121,3785553,-,-,-,-,-2
48113,1,541,75,0,2024,1,3,124,123,121,3785553,-,-,-,-,-2
48113,1,62,74,0,2024,1,1,5223,5250,5259,173147282,-,-,231,4.6,221
48113,2,10,71,0,2024,1,45,29764,29819,29661,736533039,-,-,1210,4.2,1189
48113,2,101,72,0,2024,1,1,0,-,-,0,-,-,-,-,-
48113,2,102,72,0,2024,1,44,0,-,-,0,-,-,-,-,-
48113,2,1025,73,0,2024,1,15,25938,25979,25795,673219808,-,-,974,3.9,938
48113,2,62,74,0,2024,1,2,0,-,-,0,-,-,-,-,-
48113,3,10,71,0,2024,1,325,128544,130050,130305,2263986852,42205133,566565,4112,3.3,3809
48113,3,101,72,0,2024,1,25,2839,2821,2791,55914503,1335939,17367,120,4.4,121
48113,3,102,72,0,2024,1,300,125705,127229,127514,2208072349,40869194,549198,3992,3.3,3688
48113,3,1021,73,0,2024,1,41,10336,10337,10312,206179519,1616758,21017,501,5.1,489
48113,3,1023,73,0,2024,1,3,0,-,-,0,-,-,-,-,-
48113,3,1024,73,0,2024,1,25,597,610,615,10381260,756466,9834,182,43.9,192
48113,3,1025,73,0,2024,1,33,85581,87122,87422,1381578994,10874223,141364,2708,3.3,2313
48113,3,54,74,0,2024,1,6,110,112,115,2212743,-,-,97,746.2,99
48113,3,541,75,0,2024,1,6,110,112,115,2212743,-,-,97,746.2,99
48113,3,62,74,0,2024,1,10,0,-,-,0,-,-,-,-,-
48113,5,10,71,0,2024,1,83765,1621479,1623812,1621387,40062073020,13072210724,198458016,-19698,-1.2,-18779
48113,5,101,72,0,2024,1,8770,227270,229591,230100,6178755701,2051928843,33090470,3474,1.6,4283
48113,5,102,72,0,2024,1,74995,1394209,1394221,1391287,33883317319,11020281881,165367546,-23172,-1.6,-23062
48113,5,1021,73,0,2024,1,16457,378558,374949,373360,7451333939,2970223168,39901910,-7079,-1.8,-7314
48113,5,1023,73,0,2024,1,10702,162332,162503,162942,6963667414,1578660796,30034714,-3825,-2.3,-3182
48113,5,1024,73,0,2024,1,20402,391644,392831,389077,11278820692,3558964724,59241836,-19575,-4.8,-19116
48113,5,1025,73,0,2024,1,10663,209640,211169,211173,3903829206,1165291358,13513512,6056,3,5684
48113,5,54,74,0,2024,1,14459,190158,191121,188550,6368296975,1713346175,30779332,-11501,-5.7,-11492
48113,5,541,75,0,2024,1,14459,190158,191121,188550,6368296975,1713346175,30779332,-11501,-5.7,-11492
48113,5,62,74,0,2024,1,9621,182471,182941,183132,3459405133,1053449321,11668362,6482,3.7,6270
47037,0,10,70,0,2020,A,25678,479643,32051222987,3624289152,36566168,1285,66823,187139164,0.6,-247260159
47037,1,10,71,0,2020,A,98,8291,683009007,-,0,1584,82376,16648720,2.5,-
47037,1,102,72,0,2020,A,98,8291,683009007,-,0,1584,82376,16648720,2.5,-
47037,1,1021,73,0,2020,A,31,2046,153792804,-,0,1446,75180,3240648,2.2,-
47037,1,1023,73,0,2020,A,3,91,9256792,-,0,1967,102285,687139,8,-
47037,1,1024,73,0,2020,A,3,393,33220931,-,0,1627,84585,1944503,6.2,-
47037,1,1025,73,0,2020,A,3,2295,211571126,-,0,1773,92205,-1827689,-0.9,-
47037,1,54,74,0,2020,A,3,393,33220931,-,0,1627,84585,1944503,6.2,-
47037,1,541,75,0,2020,A,3,393,33220931,-,0,1627,84585,1944503,6.2,-
47037,1,62,74,0,2020,A,3,2295,211571126,-,0,1773,92205,-1827689,-0.9,-
47037,2,10,71,0,2020,A,70,20140,1266158453,-,0,1209,62869,42916472,3.5,-
47037,2,102,72,0,2020,A,70,20140,1266158453,-,0,1209,62869,42916472,3.5,-
47037,2,1024,73,0,2020,A,1,0,-,-,0,-,-,-,-,-
47037,2,1025,73,0,2020,A,10,3226,178358640,-,0,1063,55284,5133444,3,-
47037,2,62,74,0,2020,A,5,873,47491286,-,0,1046,54410,3171881,7.2,-
47037,3,10,71,0,2020,A,29,24503,1373676183,11068927,53044,1078,56061,83876454,6.5,-3590533
47037,3,102,72,0,2020,A,29,24503,1373676183,11068927,53044,1078,56061,83876454,6.5,-3590533
47037,3,1021,73,0,2020,A,4,1392,139940204,2505607,7517,1934,100550,5750443,4.3,-86960
47037,3,1023,73,0,2020,A,3,0,-,-,0,-,-,-,-,-
47037,3,1024,73,0,2020,A,3,0,-,-,0,-,-,-,-,-
47037,3,1025,73,0,2020,A,4,0,-,-,0,-,-,-,-,-
47037,3,54,74,0,2020,A,1,0,-,-,0,-,-,-,-,-
47037,3,541,75,0,2020,A,1,0,-,-,0,-,-,-,-,-
47037,3,62,74,0,2020,A,2,0,-,-,0,-,-,-,-,-
47037,5,10,71,0,2020,A,25482,426709,28728379344,3613220225,36513124,1295,67326,43697518,0.2,-243669626
47037,5,101,72,0,2020,A,2391,44406,2981791230,432002800,6741762,1291,67148,128042231,4.5,-588704
47037,5,102,72,0,2020,A,23091,382302,25746588114,3181217425,29771362,1295,67346,-84344713,-0.3,-243080922
47037,5,1021,73,0,2020,A,5263,87939,4716098102,814969101,6431975,1031,53629,21908371,0.5,-4803405
47037,5,1023,73,0,2020,A,2591,32492,3333084554,293574254,2687443,1973,102582,229326783,7.4,-18202339
47037,5,1024,73,0,2020,A,5688,89455,7293269203,911552453,9124580,1568,81530,84008458,1.2,-59155765
47037,5,1025,73,0,2020,A,2632,95425,6710481711,411150463,3195774,1352,70322,275223251,4.3,-15373477
47037,5,54,74,0,2020,A,3769,37612,4194915784,325963977,3194712,2145,111532,251440777,6.4,-15467477
47037,5,541,75,0,2020,A,3769,37612,4194915784,325963977,3194712,2145,111532,251440777,6.4,-15467477
47037,5,62,74,0,2020,A,2275,77948,5541758300,377156148,2807470,1367,71095,269041086,5.1,-12212070
47037,0,10,70,0,2021,A,28150,500477,36214722595,3974862188,40918209,1392,72360,4163499608,13,350573036
47037,1,10,71,0,2021,A,97,8228,700448158,-,0,1637,85135,17439151,2.6,-
47037,1,102,72,0,2021,A,97,8228,700448158,-,0,1637,85135,17439151,2.6,-
47037,1,1021,73,0,2021,A,31,2179,166913076,-,0,1473,76598,13120272,8.5,-
47037,1,1023,73,0,2021,A,3,88,9506827,-,0,2081,108237,250035,2.7,-
47037,1,1024,73,0,2021,A,3,399,33467119,-,0,1615,83983,246188,0.7,-
47037,1,1025,73,0,2021,A,3,2292,213542980,-,0,1792,93162,1971854,0.9,-
47037,1,54,74,0,2021,A,3,399,33467119,-,0,1615,83983,246188,0.7,-
47037,1,541,75,0,2021,A,3,399,33467119,-,0,1615,83983,246188,0.7,-
47037,1,62,74,0,2021,A,3,2292,213542980,-,0,1792,93162,1971854,0.9,-
47037,2,10,71,0,2021,A,71,0,-,-,0,-,-,-,-,-
47037,2,102,72,0,2021,A,71,0,-,-,0,-,-,-,-,-
47037,2,1024,73,0,2021,A,1,0,-,-,0,-,-,-,-,-
47037,2,1025,73,0,2021,A,11,3127,182809601,-,0,1124,58455,4450961,2.5,-
47037,2,62,74,0,2021,A,5,841,48613683,-,0,1112,57810,1122397,2.4,-
47037,3,10,71,0,2021,A,27,0,-,-,0,-,-,-,-,-
47037,3,102,72,0,2021,A,27,0,-,-,0,-,-,-,-,-
47037,3,1021,73,0,2021,A,4,1360,142836719,2554425,7663,2019,105001,2896515,2.1,48818
47037,3,1023,73,0,2021,A,3,0,-,-,0,-,-,-,-,-
47037,3,1024,73,0,2021,A,2,0,-,-,0,-,-,-,-,-
47037,3,1025,73,0,2021,A,4,0,-,-,0,-,-,-,-,-
47037,3,54,74,0,2021,A,1,0,-,-,0,-,-,-,-,-
47037,3,541,75,0,2021,A,1,0,-,-,0,-,-,-,-,-
47037,3,62,74,0,2021,A,2,0,-,-,0,-,-,-,-,-
47037,5,10,71,0,2021,A,27955,448956,32800049472,3964181094,40870906,1405,73059,4071670128,14.2,350960869
47037,5,101,72,0,2021,A,2603,46013,3270654388,452300019,7035898,1367,71081,288863158,9.7,20297219
47037,5,102,72,0,2021,A,25352,402942,29529395084,3511881075,33835008,1409,73284,3782806970,14.7,330663650
47037,5,1021,73,0,2021,A,5505,91364,5347039614,871848954,6976698,1125,58524,630941512,13.4,56879853
47037,5,1023,73,0,2021,A,2852,33652,3939916901,314015761,3089681,2251,117077,606832347,18.2,20441507
47037,5,1024,73,0,2021,A,6534,96068,8400821779,1036045706,10404236,1682,87446,1107552576,15.2,124493253
47037,5,1025,73,0,2021,A,2820,98065,7379556562,447373452,3556972,1447,75252,669074851,10,36222989
47037,5,54,74,0,2021,A,4421,39741,4750462931,365533786,3630300,2299,119534,555547147,13.2,39569809
47037,5,541,75,0,2021,A,4421,39741,4750462931,365533786,3630300,2299,119534,555547147,13.2,39569809
47037,5,62,74,0,2021,A,2412,80511,6137296131,409903671,3145582,1466,76229,595537831,10.7,32747523
47037,0,10,70,0,2022,A,31469,533519,40681623098,4318359886,41786016,1466,76252,4466900503,12.3,343497698
47037,1,10,71,0,2022,A,95,8309,743531458,-,0,1721,89489,43083300,6.2,-
47037,1,102,72,0,2022,A,95,8309,743531458,-,0,1721,89489,43083300,6.2,-
47037,1,1021,73,0,2022,A,32,2250,178282968,-,0,1524,79249,11369892,6.8,-
47037,1,1023,73,0,2022,A,3,78,8312279,-,0,2056,106910,-1194548,-12.6,-
47037,1,1024,73,0,2022,A,3,399,33957419,-,0,1638,85177,490300,1.5,-
47037,1,1025,73,0,2022,A,3,2286,235247629,-,0,1979,102930,21704649,10.2,-
47037,1,54,74,0,2022,A,3,399,33957419,-,0,1638,85177,490300,1.5,-
47037,1,541,75,0,2022,A,3,399,33957419,-,0,1638,85177,490300,1.5,-
47037,1,62,74,0,2022,A,3,2286,235247629,-,0,1979,102930,21704649,10.2,-
47037,2,10,71,0,2022,A,73,19867,1378106539,-,0,1334,69367,-,-,-
47037,2,102,72,0,2022,A,73,19867,1378106539,-,0,1334,69367,-,-,-
47037,2,1024,73,0,2022,A,1,30,1933805,-,0,1250,65002,-,-,-
47037,2,1025,73,0,2022,A,12,3242,189314755,-,0,1123,58387,6505154,3.6,-
47037,2,62,74,0,2022,A,5,768,47190938,-,0,1182,61480,-1422745,-2.9,-
47037,3,10,71,0,2022,A,27,24455,1532134327,10860076,40951,1205,62652,-,-,-
47037,3,102,72,0,2022,A,27,24455,1532134327,10860076,40951,1205,62652,-,-,-
47037,3,1021,73,0,2022,A,4,1384,151717669,2853949,8562,2108,109596,8880950,6.2,299524
47037,3,1023,73,0,2022,A,3,359,22735158,2747954,8244,1219,63388,-,-,-
47037,3,1024,73,0,2022,A,2,147,9080224,1364887,5202,1185,61630,-,-,-
47037,3,1025,73,0,2022,A,4,11839,678415422,2492927,14265,1102,57304,-,-,-
47037,3,54,74,0,2022,A,1,1,94264,14000,42,1813,94264,-,-,-
47037,3,541,75,0,2022,A,1,1,94264,14000,42,1813,94264,-,-,-
47037,3,62,74,0,2022,A,2,976,55251628,2492927,14265,1089,56625,-,-,-
47037,5,10,71,0,2022,A,31274,480889,37027850774,4307499810,41745065,1481,76999,4227801302,12.9,343318716
47037,5,101,72,0,2022,A,2831,48521,3618859967,484014855,6285962,1434,74584,348205579,10.6,31714836
47037,5,102,72,0,2022,A,28444,432368,33408990807,3823484955,35459103,1486,77270,3879595723,13.1,311603880
47037,5,1021,73,0,2022,A,5858,94055,5985474195,911472137,7124381,1224,63638,638434581,11.9,39623183
47037,5,1023,73,0,2022,A,3205,35281,4160406578,333425323,3221362,2268,117922,220489677,5.6,19409562
47037,5,1024,73,0,2022,A,7474,104241,9385463335,1130935942,10628116,1731,90037,984641556,11.7,94890236
47037,5,1025,73,0,2022,A,3215,100571,8023120850,466012155,3697851,1534,79776,643564288,8.7,18638703
47037,5,54,74,0,2022,A,5137,41968,5090702513,387549856,3658858,2333,121300,340239582,7.2,22016070
47037,5,541,75,0,2022,A,5137,41968,5090702513,387549856,3658858,2333,121300,340239582,7.2,22016070
47037,5,62,74,0,2022,A,2750,82859,6640847275,423266376,3246934,1541,80147,503551144,8.2,13362705
47037,0,10,70,0,2023,A,33972,549305,43183763403,4349679340,40634141,1512,78615,2502140305,6.2,31319454
47037,1,10,71,0,2023,A,93,8853,842595997,-,0,1830,95175,99064539,13.3,-
47037,1,102,72,0,2023,A,93,8853,842595997,-,0,1830,95175,99064539,13.3,-
47037,1,1021,73,0,2023,A,32,2343,185817326,-,0,1525,79307,7534358,4.2,-
47037,1,1023,73,0,2023,A,3,77,8915336,-,0,2239,116414,603057,7.3,-
47037,1,1024,73,0,2023,A,3,415,39250145,-,0,1819,94598,5292726,15.6,-
47037,1,1025,73,0,2023,A,3,2516,290844000,-,0,2223,115613,55596371,23.6,-
47037,1,54,74,0,2023,A,3,415,39250145,-,0,1819,94598,5292726,15.6,-
